1443060608774778,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608790899,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608807020,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608823135,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608839271,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608855379,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608871483,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608887585,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608903697,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608919801,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608936339,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608952460,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608968599,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060608984722,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060609000831,-910.400000, -1491.400000, 1593.800000, -0.500000, 0.500000, 0.000000, 0.000000, 0.000000, 0.000000
1443060609016950,-1456.700000, 1698.600000, 733.800000, -0.300000, 0.100000, -0.500000, 0.000000, 0.000000, 0.000000
1443060609033120,-1456.700000, 1698.600000, 733.800000, -0.300000, 0.100000, -0.500000, 0.000000, 0.000000, 0.000000
1443060609049255,-1456.700000, 1698.600000, 733.800000, -0.300000, 0.100000, -0.500000, 0.000000, 0.000000, 0.000000
1443060609065381,-1456.700000, 1698.600000, 733.800000, -0.300000, 0.100000, -0.500000, 0.000000, 0.000000, 0.000000
1443060609081504,-1456.700000, 1698.600000, 733.800000, -0.300000, 0.100000, -0.500000, 0.000000, 0.000000, 0.000000
1443060609097622,-1456.700000, 1698.600000, 733.800000, -0.300000, 0.100000, -0.500000, 0.000000, 0.000000, 0.000000
